GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "10998","Delaware (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",106.113,105.052,102.786,104.905,102.111,98.131,97.199,99.235,101.088,98.388,97.303,95.871,94.229,94.106,94.533,97.555,96.073
 "10999","Delaware (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "11998","District of Columbia (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",112.190,112.779,109.393,107.775,105.744,110.758,105.512,105.684,106.386,104.525,107.024,104.732,105.522,107.837,107.313,106.547,106.502
 "11999","District of Columbia (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "12998","Florida (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",99.050,97.178,97.308,97.459,98.239,98.761,98.513,97.616,97.677,98.571,97.751,96.133,97.468,98.423,98.090,98.241,98.101
 "12999","Florida (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",93.677,90.652,96.402,93.741,90.298,92.961,91.300,90.502,92.184,91.462,95.302,95.283,95.209,95.704,95.043,96.268,96.240
 "13998","Georgia (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",94.506,96.675,96.618,97.249,98.357,98.672,98.208,98.036,97.956,98.069,98.094,96.603,96.558,96.740,98.030,97.906,99.333
 "13999","Georgia (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",94.010,91.078,96.190,94.196,90.834,93.164,91.508,90.941,92.294,91.632,95.630,95.400,95.219,95.813,95.043,96.328,96.309
 "15998","Hawaii (Metropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",108.096,110.704,110.400,110.613,108.067,111.763,111.548,112.137,113.968,115.088,116.577,115.259,112.445,110.146,111.959,110.346,111.562
 "15999","Hawaii (Nonmetropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",100.539,100.393,99.583,98.070,97.365,96.267,97.907,103.365,104.457,101.626,116.577,115.259,112.445,110.146,111.959,110.346,111.562
 "16998","Idaho (Metropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",97.930,100.734,98.694,99.487,98.454,96.750,96.996,99.233,97.845,100.480,96.049,98.760,95.256,96.426,95.862,95.792,96.179
 "16999","Idaho (Nonmetropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",102.516,100.222,99.902,99.865,97.207,95.309,97.609,103.374,105.011,103.065,96.626,99.316,95.945,97.165,96.661,96.238,96.716
 "17998","Illinois (Metropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",102.685,104.052,103.311,103.826,101.863,100.650,101.113,98.923,98.668,100.879,102.020,103.602,102.181,104.779,104.231,102.595,105.071
 "17999","Illinois (Nonmetropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",77.843,85.205,93.387,93.944,95.124,94.003,95.500,95.880,94.390,93.601,97.535,96.458,94.112,94.736,90.871,93.137,93.661
 "18998","Indiana (Metropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",97.288,97.395,97.270,97.174,98.005,97.777,98.812,97.975,97.452,96.336,98.036,96.808,95.191,95.941,94.540,95.762,95.785
 "18999","Indiana (Nonmetropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",79.217,85.964,93.543,93.793,95.414,94.980,96.140,96.249,94.911,94.146,97.339,95.673,94.023,94.718,93.111,94.783,94.347
 "19998","Iowa (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",94.727,95.376,96.102,95.844,96.944,96.685,97.930,97.713,96.933,95.689,95.800,97.215,95.518,94.072,93.307,96.624,93.730
 "19999","Iowa (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",76.967,85.268,94.265,94.660,95.365,94.571,95.086,95.469,94.063,93.608,95.800,97.215,95.518,94.072,93.307,96.624,93.730
 "20998","Kansas (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",93.525,97.301,96.093,96.378,97.535,97.071,97.677,98.074,97.208,96.569,94.992,97.130,95.854,93.802,93.575,96.486,94.027
 "20999","Kansas (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",78.264,85.196,93.893,94.391,95.282,94.153,95.073,95.487,94.225,93.719,94.992,97.130,95.854,93.802,93.575,96.486,94.027
 "21998","Kentucky (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",96.885,94.187,96.439,95.686,95.191,95.900,96.434,95.219,96.466,95.841,93.494,94.894,94.289,93.996,94.024,94.585,95.865
 "21999","Kentucky (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",95.242,92.160,96.893,94.882,91.597,93.224,92.517,92.031,93.105,92.091,92.877,94.794,94.392,93.878,94.131,94.441,96.191
 "22998","Louisiana (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",96.741,94.443,96.835,96.499,96.239,96.628,97.049,96.000,96.564,96.318,93.563,95.091,94.561,95.168,93.951,93.003,93.691
 "22999","Louisiana (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",94.868,91.856,96.340,94.624,91.966,93.682,92.694,92.078,93.166,92.734,93.529,95.083,94.554,95.138,93.969,93.052,93.756
 "23998","Maine (Metropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",100.281,100.676,98.144,98.385,99.092,98.514,98.356,99.465,99.111,100.334,100.940,99.401,99.503,99.227,101.092,98.331,97.171
 "23999","Maine (Nonmetropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",100.101,100.637,97.984,98.106,98.754,98.172,97.801,99.065,98.623,99.904,100.940,99.401,99.503,99.227,101.092,98.331,97.171
 "24998","Maryland (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",105.322,108.701,104.387,105.328,104.202,105.132,103.244,102.462,102.815,102.322,102.718,101.457,102.726,103.862,103.206,103.522,102.795
 "24999","Maryland (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",94.249,91.639,96.366,94.454,91.809,93.709,92.325,91.513,93.057,92.404,95.935,95.223,95.437,96.049,95.764,97.269,96.592
 "25998","Massachusetts (Metropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",98.372,97.700,99.681,101.438,101.279,100.854,104.052,102.205,103.823,103.888,102.337,103.658,105.443,105.764,107.186,100.060,98.846
 "25999","Massachusetts (Nonmetropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",99.826,101.105,98.016,97.869,97.371,97.280,97.565,98.788,98.313,99.525,100.842,97.903,98.805,96.931,100.809,98.754,97.015
 "26998","Michigan (Metropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",98.463,99.898,98.945,99.182,98.634,98.907,98.981,97.993,98.168,97.859,98.692,96.189,96.322,94.753,93.473,96.095,96.394
 "26999","Michigan (Nonmetropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",80.157,87.061,94.200,94.722,95.728,95.250,96.154,96.357,95.015,94.183,97.108,95.853,93.692,94.367,92.081,94.057,93.711
 "27998","Minnesota (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",102.335,104.056,99.347,100.454,100.924,99.973,102.656,101.253,99.461,101.622,102.907,101.405,99.853,101.663,101.148,103.258,101.743
 "27999","Minnesota (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",76.880,85.499,93.596,94.305,94.271,92.795,94.584,95.680,94.069,93.663,93.209,96.609,96.361,94.461,94.635,97.063,95.516
 "28998","Mississippi (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",96.622,94.176,96.693,96.177,95.483,96.137,96.501,95.327,96.091,95.745,93.095,94.907,94.641,94.228,94.176,94.443,96.219
 "28999","Mississippi (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",95.347,91.674,96.430,94.510,91.201,93.078,91.730,91.449,92.478,91.670,93.095,94.907,94.641,94.228,94.176,94.443,96.219
 "29998","Missouri (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",90.473,93.214,97.073,95.475,95.903,97.255,98.115,97.674,96.678,96.533,96.220,98.409,99.819,99.516,97.424,97.481,96.813
 "29999","Missouri (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",76.513,85.261,94.090,94.500,95.523,94.960,95.731,96.173,94.640,93.848,95.129,97.102,95.748,94.086,93.704,96.533,94.175
 "30998","Montana (Metropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",98.304,99.969,98.906,99.572,98.158,96.462,97.003,99.897,99.414,101.052,96.181,98.933,95.880,96.765,96.374,96.481,96.006
 "30999","Montana (Nonmetropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",101.626,99.349,99.657,99.723,97.148,95.323,97.479,103.053,104.764,102.922,96.181,98.933,95.880,96.765,96.374,96.481,96.006
 "31998","Nebraska (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",96.986,96.625,96.455,96.014,97.095,97.014,97.980,97.814,97.233,95.816,94.616,97.155,96.049,94.580,93.861,96.547,94.101
 "31999","Nebraska (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",78.183,85.418,93.756,94.613,95.334,93.956,95.133,95.783,94.151,93.672,94.616,97.155,96.049,94.580,93.861,96.547,94.101
 "32998","Nevada (Metropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",95.877,101.611,98.005,99.480,99.735,97.623,96.303,95.539,94.663,99.462,95.695,98.786,96.387,96.758,97.089,96.828,96.271
 "32999","Nevada (Nonmetropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",99.771,99.960,99.247,98.709,98.302,96.557,97.610,101.982,102.471,101.202,95.695,98.786,96.387,96.758,97.089,96.828,96.271
 "33998","New Hampshire (Metropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",97.680,97.074,98.623,100.615,100.899,100.292,103.611,102.270,103.391,103.190,101.396,101.871,103.362,104.160,106.115,100.777,99.050
 "33999","New Hampshire (Nonmetropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",100.820,100.766,97.709,98.144,97.505,97.662,97.611,98.987,98.279,99.004,100.701,98.333,98.932,98.095,101.571,98.708,97.687
 "34998","New Jersey (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",103.692,104.486,100.122,102.128,104.270,104.746,101.977,103.792,103.487,101.766,106.894,105.340,105.502,101.826,104.754,105.761,107.066
 "34999","New Jersey (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "35998","New Mexico (Metropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods ","Index",96.257,101.101,97.421,98.570,99.739,97.954,96.858,96.599,95.737,100.242,96.247,99.274,97.038,96.839,97.711,97.417,96.144
 "35999","New Mexico (Nonmetropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods ","Index",101.601,99.372,98.485,98.865,97.584,96.617,97.731,103.333,104.773,102.219,96.247,99.274,97.038,96.839,97.711,97.417,96.144
 "36998","New York (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",112.733,110.023,108.896,108.587,109.385,108.060,108.436,108.722,108.570,108.897,107.209,105.597,106.141,102.111,104.877,105.587,107.716
 "36999","New York (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",101.335,101.528,98.269,97.982,96.903,97.041,96.962,98.717,98.113,98.419,100.086,97.109,98.592,95.407,96.365,97.362,99.693
 "37998","North Carolina (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",97.106,94.998,96.994,96.779,96.623,96.703,96.804,95.939,96.735,96.588,95.705,95.665,95.404,96.231,95.560,96.793,96.621
 "37999","North Carolina (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",94.552,91.370,96.592,94.650,91.316,93.105,91.228,90.884,92.177,91.837,95.705,95.665,95.404,96.231,95.560,96.793,96.621
 "38998","North Dakota (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",94.199,94.836,95.889,95.802,96.773,96.879,98.374,97.946,97.104,95.188,94.036,96.573,96.400,94.199,94.057,96.996,95.701
 "38999","North Dakota (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",75.518,84.717,93.582,93.700,94.108,93.926,95.999,96.438,94.549,93.839,94.036,96.573,96.400,94.199,94.057,96.996,95.701
 "39998","Ohio (Metropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",94.905,95.557,94.492,94.771,96.386,97.370,97.487,96.784,96.414,95.578,97.306,95.844,93.876,94.461,92.352,94.153,93.671
 "39999","Ohio (Nonmetropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",80.065,86.276,94.168,94.464,95.461,94.798,95.772,95.994,94.701,93.883,97.312,95.846,93.874,94.457,92.346,94.148,93.664
 "40998","Oklahoma (Metropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods ","Index",97.557,95.350,97.192,96.996,96.987,97.194,97.718,96.548,97.078,96.916,93.403,95.038,94.515,95.813,93.620,93.342,93.778
 "40999","Oklahoma (Nonmetropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods ","Index",95.020,91.667,96.583,94.815,91.531,93.469,92.181,91.451,92.644,92.227,93.403,95.038,94.515,95.813,93.620,93.342,93.778
 "41998","Oregon (Metropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",94.302,101.804,99.741,100.026,100.831,98.863,99.239,98.535,99.839,100.091,104.576,104.457,104.552,106.468,109.126,104.778,105.261
 "41999","Oregon (Nonmetropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",102.253,100.378,99.330,98.331,96.828,95.931,97.728,103.426,104.380,101.200,104.576,104.457,104.552,106.468,109.126,104.778,105.261
 "42998","Pennsylvania (Metropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",101.930,101.834,100.105,100.744,99.967,98.267,98.422,100.638,100.544,100.006,99.628,97.058,97.171,95.270,96.789,98.446,99.223
 "42999","Pennsylvania (Nonmetropolitan Portion)",2,PARPP,2,"..."," RPPs: Goods ","Index",100.922,101.005,97.982,97.791,97.679,97.944,97.892,99.290,98.487,99.348,100.532,97.487,98.914,95.891,97.539,98.307,100.527
 "44998","Rhode Island (Metropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",100.294,100.917,97.622,97.913,97.546,97.323,97.201,98.646,98.393,99.268,100.770,98.941,98.016,98.197,101.033,98.279,97.165
 "44999","Rhode Island (Nonmetropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "45998","South Carolina (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",97.007,94.628,96.790,96.369,95.903,96.395,96.758,95.636,96.379,96.145,95.334,95.656,95.404,96.078,94.470,95.948,96.339
 "45999","South Carolina (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",94.751,91.333,96.200,94.179,91.330,93.198,92.093,91.526,92.660,91.862,95.334,95.656,95.404,96.078,94.470,95.948,96.339
 "46998","South Dakota (Metropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",94.483,95.417,95.998,95.913,96.982,96.987,98.380,97.833,96.900,95.206,95.784,97.786,96.637,93.799,93.965,97.400,95.473
 "46999","South Dakota (Nonmetropolitan Portion)",4,PARPP,2,"..."," RPPs: Goods ","Index",76.547,84.660,93.388,93.610,94.976,94.727,96.072,96.215,94.717,94.058,95.784,97.786,96.637,93.799,93.965,97.400,95.473
 "47998","Tennessee (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",96.922,94.606,96.871,96.520,96.283,96.734,97.025,95.873,96.708,96.438,92.306,94.512,94.272,93.882,94.477,94.290,96.247
 "47999","Tennessee (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",94.547,91.504,96.283,94.361,91.201,93.216,92.163,91.509,92.591,91.805,92.306,94.512,94.272,93.882,94.477,94.290,96.247
 "48998","Texas (Metropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods ","Index",97.483,96.591,98.280,96.772,98.325,97.997,97.961,97.760,98.964,97.587,97.289,98.018,98.328,98.684,97.515,98.585,98.448
 "48999","Texas (Nonmetropolitan Portion)",6,PARPP,2,"..."," RPPs: Goods ","Index",93.916,91.388,96.483,94.243,91.064,93.440,91.608,90.945,92.878,92.406,94.513,96.282,96.394,96.389,93.950,93.197,93.983
 "49998","Utah (Metropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",96.038,101.111,98.674,100.191,100.046,98.054,96.535,96.315,94.188,98.728,97.137,99.034,94.829,96.425,94.975,94.719,96.446
 "49999","Utah (Nonmetropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",102.624,100.499,99.238,98.449,96.227,95.022,98.315,104.087,105.979,102.737,97.137,99.034,94.829,96.425,94.975,94.719,96.446
 "50998","Vermont (Metropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",100.666,101.224,98.382,98.433,99.047,98.244,98.011,98.977,98.680,99.515,100.702,98.777,98.669,98.349,100.459,97.866,97.274
 "50999","Vermont (Nonmetropolitan Portion)",1,PARPP,2,"..."," RPPs: Goods ","Index",100.666,101.224,98.382,98.433,99.047,98.244,98.011,98.977,98.680,99.515,100.702,98.777,98.669,98.349,100.459,97.866,97.274
 "51998","Virginia (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",103.722,102.996,102.232,101.250,100.242,102.176,99.768,99.432,99.895,99.305,100.150,99.474,99.788,101.978,100.992,101.502,100.735
 "51999","Virginia (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",94.032,91.764,96.382,94.491,91.455,93.569,91.896,91.224,92.769,92.130,95.552,95.053,95.211,96.064,95.499,97.069,96.773
 "53998","Washington (Metropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",104.604,105.115,103.385,104.140,100.668,101.375,102.564,103.512,102.553,106.163,105.056,106.534,109.301,112.433,113.907,107.018,104.303
 "53999","Washington (Nonmetropolitan Portion)",8,PARPP,2,"..."," RPPs: Goods ","Index",102.536,101.146,99.954,99.165,96.993,96.368,98.675,104.065,104.672,102.763,104.760,104.676,104.464,106.600,109.350,104.913,105.028
 "54998","West Virginia (Metropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",98.153,96.125,97.881,96.963,96.042,96.998,96.780,95.956,96.741,95.930,95.481,95.835,95.414,96.786,94.730,95.829,96.690
 "54999","West Virginia (Nonmetropolitan Portion)",5,PARPP,2,"..."," RPPs: Goods ","Index",95.071,91.834,96.536,94.779,91.355,93.071,92.309,91.866,93.104,92.137,95.125,95.535,94.989,96.293,94.135,95.340,96.270
 "55998","Wisconsin (Metropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",97.056,98.697,96.243,95.716,97.185,96.542,97.267,99.235,98.279,98.551,98.147,96.800,94.608,95.271,92.700,94.458,94.477
 "55999","Wisconsin (Nonmetropolitan Portion)",3,PARPP,2,"..."," RPPs: Goods ","Index",77.289,85.071,93.593,94.315,95.442,94.622,95.507,95.824,94.405,93.784,97.786,96.360,94.152,94.714,91.964,93.825,93.787
 "56998","Wyoming (Metropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",95.979,101.034,97.912,99.057,99.928,97.934,96.348,95.731,94.747,99.529,96.128,98.634,97.237,96.387,96.810,97.108,95.368
 "56999","Wyoming (Nonmetropolitan Portion)",7,PARPP,2,"..."," RPPs: Goods ","Index",100.732,98.249,98.835,98.721,98.278,97.677,98.353,103.262,105.035,103.210,96.128,98.634,97.237,96.387,96.810,97.108,95.368
 "00000","United States", ,PARPP,3,"..."," RPPs: Services: Housing ","Index",100.424,100.455,100.391,100.399,100.366,100.370,100.386,100.419,100.389,100.430,100.422,100.398,100.615,100.595,100.594,100.574,100.629
 "01998","Alabama (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",65.854,65.586,66.778,66.678,67.406,66.613,64.311,63.255,64.730,65.443,64.390,64.851,65.380,65.446,63.027,67.520,66.814
 "01999","Alabama (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",42.318,44.128,45.841,44.538,47.262,45.825,46.318,46.696,47.311,47.201,44.760,45.914,41.952,44.734,40.250,42.453,45.117
 "02998","Alaska (Metropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",122.050,141.955,126.442,125.796,130.631,134.185,129.237,126.549,123.145,123.167,114.016,112.600,95.030,110.233,105.741,111.951,106.607
 "02999","Alaska (Nonmetropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",80.586,84.445,93.180,86.953,91.017,82.746,95.569,93.860,82.973,86.128,87.849,82.126,80.253,91.160,79.498,70.453,72.158
 "04998","Arizona (Metropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",106.878,102.998,99.507,97.572,98.202,96.283,95.777,96.737,95.689,96.754,97.758,97.605,101.844,106.412,110.701,113.054,111.055
 "04999","Arizona (Nonmetropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",58.132,59.898,62.331,58.719,52.632,53.793,48.774,50.142,47.031,47.918,47.894,40.378,43.129,44.185,41.619,45.615,43.926
 "05998","Arkansas (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",68.255,65.943,68.037,68.044,66.935,67.352,66.224,66.482,66.854,64.692,62.851,64.474,64.174,67.173,63.056,65.203,66.211
 "05999","Arkansas (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",47.895,47.547,49.790,52.140,51.835,50.789,52.597,50.062,49.751,48.295,47.174,46.949,46.600,48.352,44.773,44.144,46.575
 "06998","California (Metropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",163.316,162.434,159.862,158.856,157.998,157.522,160.382,160.032,162.420,164.674,166.612,166.972,169.046,167.317,162.527,159.944,156.543
 "06999","California (Nonmetropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",103.667,103.162,105.964,107.399,102.010,101.128,90.343,98.618,92.288,99.510,87.560,95.998,87.111,92.816,88.579,90.782,87.235
 "08998","Colorado (Metropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",115.883,115.419,116.732,122.025,120.753,120.987,125.154,129.879,133.351,136.138,135.623,138.188,137.472,135.675,134.108,134.461,133.562
 "08999","Colorado (Nonmetropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",104.527,102.999,91.764,104.443,92.368,103.876,99.683,95.974,92.718,94.176,94.284,98.869,95.311,98.604,106.545,110.353,97.134
 "09998","Connecticut (Metropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",133.770,138.922,131.922,131.029,134.155,131.581,129.986,134.758,129.463,123.146,124.122,119.485,125.432,123.038,121.478,118.649,119.876
 "09999","Connecticut (Nonmetropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",99.629,109.806,93.374,111.282,97.016,101.314,96.732,101.173,99.716,97.236,95.044,97.364,91.622,91.364,98.538,88.551,78.546
 "10998","Delaware (Metropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",96.823,113.712,105.717,108.715,108.612,104.695,109.267,99.711,108.673,104.847,103.304,104.084,101.625,106.907,105.921,100.981,107.656
 "10999","Delaware (Nonmetropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "11998","District of Columbia (Metropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",156.775,163.288,182.567,189.525,177.233,174.258,191.339,178.359,184.558,176.946,177.233,170.405,164.930,175.503,176.821,168.096,154.984
 "11999","District of Columbia (Nonmetropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "12998","Florida (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",116.675,112.438,110.008,109.446,110.055,108.571,109.352,110.452,110.432,111.668,112.045,113.200,115.188,114.222,117.710,124.727,123.425
 "12999","Florida (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",76.826,76.864,76.976,78.896,75.690,73.989,75.355,73.899,77.609,75.274,72.586,77.110,71.352,74.101,74.073,76.206,80.711
 "13998","Georgia (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",90.883,90.475,87.947,87.871,87.070,85.915,85.967,86.760,87.772,88.676,89.122,88.994,90.516,92.856,95.646,96.844,97.276
 "13999","Georgia (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",50.767,54.084,55.693,53.956,53.786,53.339,53.038,54.457,53.467,52.921,51.490,51.426,50.944,52.634,53.158,52.556,53.233
 "15998","Hawaii (Metropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",161.030,159.315,153.412,156.444,156.536,166.913,161.311,170.761,149.841,164.533,155.686,151.676,151.066,150.825,143.216,137.900,132.683
 "15999","Hawaii (Nonmetropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",104.280,103.274,109.535,98.570,80.895,111.025,101.311,103.206,103.772,103.370,102.624,113.342,91.009,105.983,93.918,97.439,103.029
 "16998","Idaho (Metropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",85.046,81.549,78.160,76.853,78.581,83.031,77.117,77.298,77.665,78.489,81.515,80.592,82.134,90.275,94.560,94.059,96.592
 "16999","Idaho (Nonmetropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",73.939,73.754,70.900,70.168,68.625,70.006,76.549,67.356,65.433,64.675,68.416,64.841,63.853,70.666,70.915,69.172,74.380
 "17998","Illinois (Metropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",112.898,112.984,113.796,112.861,110.826,112.057,111.687,111.865,110.521,108.604,107.695,106.050,106.315,104.434,101.767,100.424,102.080
 "17999","Illinois (Nonmetropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",56.179,59.680,60.336,60.073,59.211,57.904,57.837,59.508,56.321,55.504,54.861,54.396,53.126,51.971,52.571,49.765,50.249
 "18998","Indiana (Metropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",80.674,79.544,80.978,81.035,79.321,80.883,79.129,77.883,77.168,76.975,77.571,76.523,75.087,76.647,75.699,76.877,79.416
