GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "18999","Indiana (Nonmetropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",62.246,62.164,63.321,63.918,61.592,60.230,62.605,60.815,58.339,59.636,58.697,56.960,57.126,54.505,54.227,53.292,56.133
 "19998","Iowa (Metropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",76.214,81.716,81.184,82.925,83.379,81.268,83.681,81.855,79.723,82.676,81.308,80.886,76.711,76.600,77.747,76.832,75.638
 "19999","Iowa (Nonmetropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",55.185,56.973,56.646,57.508,56.422,59.564,57.467,55.397,59.145,59.687,58.393,54.553,54.910,52.384,52.803,51.415,51.024
 "20998","Kansas (Metropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",83.817,82.439,84.298,86.749,83.823,85.387,82.132,83.469,82.756,81.646,80.117,80.165,79.705,78.376,78.912,77.473,79.045
 "20999","Kansas (Nonmetropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",55.161,59.811,58.188,60.098,59.090,55.817,58.268,58.080,54.632,56.010,56.098,55.062,56.503,51.810,50.552,49.593,54.015
 "21998","Kentucky (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",73.875,73.796,75.950,73.752,75.485,75.854,74.384,75.395,72.680,72.262,72.792,71.338,74.552,72.389,71.770,72.871,75.088
 "21999","Kentucky (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",51.218,52.236,54.056,52.228,53.591,52.993,53.035,53.044,51.937,50.895,52.646,53.399,50.516,49.959,48.033,48.081,48.579
 "22998","Louisiana (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",73.374,75.498,75.929,76.840,78.200,77.293,77.458,75.968,77.406,75.233,73.491,75.370,72.949,70.354,70.620,69.245,67.189
 "22999","Louisiana (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",46.512,53.026,52.539,52.049,50.265,49.292,53.184,50.664,51.937,51.562,48.743,50.316,46.864,48.953,48.525,45.151,43.360
 "23998","Maine (Metropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",95.608,99.638,101.684,93.410,106.107,109.117,74.534,88.811,99.369,91.845,99.028,77.855,99.183,96.682,96.259,102.444,94.936
 "23999","Maine (Nonmetropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",72.440,70.591,72.888,74.844,67.344,68.364,65.309,64.444,67.014,64.784,66.215,63.460,61.063,63.078,67.562,57.133,61.398
 "24998","Maryland (Metropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",136.504,139.323,137.798,140.387,138.171,141.940,140.498,135.950,133.307,131.850,132.848,132.438,132.494,128.259,126.796,124.002,124.632
 "24999","Maryland (Nonmetropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",85.398,82.642,81.615,80.283,80.909,79.950,87.270,78.820,77.101,76.182,75.409,77.284,73.417,71.991,74.780,68.505,76.184
 "25998","Massachusetts (Metropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",127.206,130.592,129.797,129.561,129.756,129.776,130.520,130.353,131.049,131.233,129.358,130.972,135.407,130.050,129.629,130.808,129.017
 "25999","Massachusetts (Nonmetropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",99.269,116.038,101.237,93.338,110.613,103.093,104.641,115.379,109.427,105.019,100.397,94.416,109.939,88.496,89.329,103.534,90.587
 "26998","Michigan (Metropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",94.507,89.993,91.884,88.212,88.733,88.447,89.453,86.102,87.738,86.476,86.459,88.045,87.407,85.817,86.867,85.791,88.173
 "26999","Michigan (Nonmetropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",64.543,67.119,68.003,67.938,63.718,62.082,61.420,61.190,62.716,61.165,60.042,60.228,56.122,61.173,59.004,54.182,61.329
 "27998","Minnesota (Metropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",110.964,108.975,104.272,105.739,105.796,106.880,107.642,112.105,107.703,109.160,109.003,110.777,103.416,105.015,111.655,102.618,103.978
 "27999","Minnesota (Nonmetropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",64.784,64.306,65.492,61.995,67.968,64.893,59.350,62.539,64.326,62.241,63.398,65.004,59.282,62.364,60.860,59.231,58.424
 "28998","Mississippi (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",75.570,71.686,74.545,72.070,71.942,70.297,70.236,69.494,69.425,69.909,65.021,64.525,66.923,67.742,68.923,66.800,68.026
 "28999","Mississippi (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",47.097,47.483,48.365,50.580,50.030,50.696,49.839,49.027,50.499,49.694,49.557,47.334,45.681,45.834,46.177,44.217,45.861
 "29998","Missouri (Metropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",81.585,80.132,82.274,83.122,80.933,82.532,80.497,80.748,79.504,78.780,77.602,78.359,78.099,77.897,76.999,79.556,77.005
 "29999","Missouri (Nonmetropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",52.507,53.280,55.201,54.387,55.339,55.914,54.715,54.141,53.527,49.365,51.981,50.892,48.732,48.660,48.289,46.734,50.260
 "30998","Montana (Metropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",75.145,72.424,73.953,78.427,79.333,78.278,84.724,78.833,78.718,79.750,83.166,84.969,79.287,87.552,82.438,92.788,98.407
 "30999","Montana (Nonmetropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",63.955,63.549,65.849,67.932,65.575,65.641,77.683,69.148,67.965,62.388,70.177,74.025,71.953,71.117,66.471,61.114,71.202
 "31998","Nebraska (Metropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",83.383,84.737,87.733,87.442,88.568,84.471,86.823,85.590,84.875,87.628,86.065,85.511,89.763,86.398,86.271,86.748,86.458
 "31999","Nebraska (Nonmetropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",54.796,52.711,55.932,59.842,57.054,56.978,54.707,59.395,58.683,52.508,53.619,53.566,55.795,58.374,52.333,54.165,55.460
 "32998","Nevada (Metropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",122.321,115.176,110.791,108.931,106.259,103.766,100.217,101.852,100.922,102.240,104.825,108.292,110.017,110.009,114.803,115.547,116.833
 "32999","Nevada (Nonmetropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",84.068,70.362,79.724,83.440,80.652,80.725,72.761,67.456,65.417,77.046,78.353,76.614,66.764,82.119,76.517,86.806,82.142
 "33998","New Hampshire (Metropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",133.763,130.428,132.880,135.297,129.640,133.873,129.863,132.302,123.958,135.944,118.423,120.751,128.577,119.657,140.746,128.080,131.787
 "33999","New Hampshire (Nonmetropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",99.600,112.532,111.146,101.116,110.967,110.742,98.020,103.248,98.382,99.903,96.407,97.028,99.294,89.752,96.540,97.383,93.571
 "34998","New Jersey (Metropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",153.355,149.139,150.350,145.757,149.428,147.491,147.535,145.268,145.621,140.544,141.403,141.150,139.496,134.884,135.688,134.093,134.292
 "34999","New Jersey (Nonmetropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "35998","New Mexico (Metropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",91.620,87.818,87.708,91.569,89.428,89.046,92.034,85.788,87.873,86.664,83.418,81.614,82.312,80.515,83.721,83.981,85.478
 "35999","New Mexico (Nonmetropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",62.906,64.595,60.229,68.071,69.093,66.591,60.984,65.914,63.352,60.917,60.039,59.837,62.444,58.478,60.298,57.876,53.169
 "36998","New York (Metropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",138.064,139.969,142.564,144.120,143.193,142.941,143.234,141.577,140.672,137.723,136.883,136.290,139.440,138.630,131.474,128.226,128.568
 "36999","New York (Nonmetropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",70.695,75.662,75.462,79.347,78.173,77.164,73.599,73.126,73.408,72.014,70.248,67.205,70.316,66.916,66.077,66.336,64.951
 "37998","North Carolina (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",80.407,80.277,80.777,81.308,80.268,81.083,82.090,80.702,80.371,81.342,81.297,81.177,81.004,82.426,85.741,87.597,87.918
 "37999","North Carolina (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",56.904,60.593,60.492,61.936,62.824,61.103,60.147,60.980,57.728,58.171,57.139,58.153,56.481,55.897,56.508,58.733,59.625
 "38998","North Dakota (Metropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",71.220,72.945,69.158,77.496,85.827,88.808,82.426,84.906,93.068,78.982,78.858,84.762,75.732,77.698,68.993,73.515,77.240
 "38999","North Dakota (Nonmetropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",54.355,55.074,53.823,59.699,65.311,70.053,73.681,69.823,77.403,61.928,62.757,67.236,67.286,61.888,61.285,63.388,63.774
 "39998","Ohio (Metropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",81.023,79.591,80.136,79.342,79.918,81.464,79.365,79.262,78.584,79.009,78.237,77.125,77.321,77.045,77.311,76.357,77.325
 "39999","Ohio (Nonmetropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",60.487,61.226,59.988,59.813,60.819,61.063,58.860,59.805,59.793,57.432,56.840,57.368,55.571,54.299,53.387,53.582,54.325
 "40998","Oklahoma (Metropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",70.226,71.655,73.681,72.943,74.132,75.969,76.121,74.034,73.541,74.056,73.316,71.768,71.722,71.812,70.892,73.175,70.102
 "40999","Oklahoma (Nonmetropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",48.533,52.103,52.441,54.628,52.263,52.398,53.464,52.711,52.602,51.369,51.900,50.233,48.585,48.375,48.950,49.335,48.278
 "41998","Oregon (Metropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",103.326,107.004,105.800,104.996,108.285,106.664,108.340,111.053,112.788,116.599,117.006,116.029,116.469,115.263,117.345,114.918,115.295
 "41999","Oregon (Nonmetropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",77.045,78.283,81.632,79.519,80.936,78.836,79.073,78.933,78.064,81.220,83.277,82.781,79.749,80.353,78.623,81.146,77.224
 "42998","Pennsylvania (Metropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",91.166,92.184,93.584,93.968,93.240,94.019,93.260,93.712,93.257,93.314,92.984,91.310,91.844,91.797,91.902,91.320,90.190
 "42999","Pennsylvania (Nonmetropolitan Portion)",2,PARPP,3,"..."," RPPs: Services: Housing ","Index",64.407,61.417,63.510,63.590,63.215,64.255,66.167,65.010,61.013,60.576,60.452,61.773,60.247,58.892,57.257,56.953,57.251
 "44998","Rhode Island (Metropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",117.576,117.747,115.844,115.295,107.864,108.805,113.808,113.131,108.077,106.712,110.156,108.689,102.878,109.070,104.191,102.657,105.620
 "44999","Rhode Island (Nonmetropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "45998","South Carolina (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",76.096,78.760,78.182,79.345,80.029,77.632,76.926,79.675,78.156,77.824,77.644,79.455,78.561,80.593,83.440,85.471,85.207
 "45999","South Carolina (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",55.762,55.337,57.740,56.399,54.676,57.095,55.859,50.607,52.703,53.632,54.156,49.847,51.413,51.296,52.688,53.030,54.942
 "46998","South Dakota (Metropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",73.539,67.872,79.867,68.638,82.320,78.290,77.109,74.399,76.896,73.040,81.125,80.121,75.981,77.842,78.022,74.601,76.033
 "46999","South Dakota (Nonmetropolitan Portion)",4,PARPP,3,"..."," RPPs: Services: Housing ","Index",49.135,48.535,50.587,52.602,56.396,60.469,51.517,53.311,50.619,57.675,55.932,54.260,53.887,54.112,53.077,55.256,59.140
 "47998","Tennessee (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",78.784,79.644,79.400,79.041,80.475,79.390,78.061,78.113,80.910,81.508,79.927,82.550,82.603,82.746,84.306,86.669,86.801
 "47999","Tennessee (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",53.009,53.564,54.941,55.375,56.845,54.939,53.107,55.218,54.211,54.757,53.840,55.270,52.857,54.673,51.431,50.524,53.930
 "48998","Texas (Metropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",92.668,93.004,93.649,94.063,95.480,95.961,97.834,98.351,99.949,99.947,99.890,100.286,100.577,99.970,101.308,102.170,100.972
 "48999","Texas (Nonmetropolitan Portion)",6,PARPP,3,"..."," RPPs: Services: Housing ","Index",58.488,58.134,61.730,61.634,63.127,61.965,64.877,63.974,64.943,63.095,63.321,64.453,61.588,63.421,64.527,61.858,62.222
 "49998","Utah (Metropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",102.247,104.360,97.975,101.927,102.348,102.570,101.349,96.949,104.179,100.309,102.350,105.550,103.246,105.219,111.016,111.924,113.997
 "49999","Utah (Nonmetropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",75.264,86.584,71.059,77.179,72.018,76.648,67.035,77.182,75.421,73.516,70.610,63.218,69.086,69.204,77.009,77.234,76.882
 "50998","Vermont (Metropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",115.585,125.613,118.553,124.654,130.631,120.487,108.559,121.955,113.371,117.984,111.620,132.907,126.511,118.304,123.793,101.922,103.842
 "50999","Vermont (Nonmetropolitan Portion)",1,PARPP,3,"..."," RPPs: Services: Housing ","Index",91.786,92.568,90.351,92.335,95.912,89.535,91.755,89.882,76.904,83.462,92.009,80.270,96.311,82.172,75.238,74.375,78.977
 "51998","Virginia (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",124.247,124.729,125.147,125.288,123.834,127.389,125.862,125.506,122.292,120.482,122.654,116.931,120.789,119.945,117.169,113.896,115.748
 "51999","Virginia (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",60.277,64.955,62.452,62.627,64.176,61.181,63.978,63.142,60.926,60.677,61.967,58.934,61.399,58.384,58.311,60.503,59.329
 "53998","Washington (Metropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",121.389,120.563,118.554,120.387,118.269,119.384,122.549,124.994,128.266,131.984,134.533,136.894,132.417,131.959,133.365,131.797,131.999
 "53999","Washington (Nonmetropolitan Portion)",8,PARPP,3,"..."," RPPs: Services: Housing ","Index",88.286,89.904,84.896,87.043,84.064,84.773,85.214,83.220,85.779,81.309,83.432,79.583,80.665,80.493,86.870,81.213,84.106
 "54998","West Virginia (Metropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",60.509,59.247,62.676,65.060,63.762,64.623,62.722,67.733,67.033,61.797,63.752,64.428,62.464,65.123,59.935,61.356,58.555
 "54999","West Virginia (Nonmetropolitan Portion)",5,PARPP,3,"..."," RPPs: Services: Housing ","Index",51.287,53.647,53.793,51.175,51.581,54.418,54.689,53.623,48.640,54.157,50.623,50.791,48.749,50.235,45.295,48.658,47.950
 "55998","Wisconsin (Metropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",90.549,90.822,93.113,92.884,91.857,90.860,89.425,88.681,86.301,89.508,87.205,86.846,82.476,83.050,84.477,85.099,87.028
 "55999","Wisconsin (Nonmetropolitan Portion)",3,PARPP,3,"..."," RPPs: Services: Housing ","Index",72.263,68.899,70.992,72.573,69.427,65.187,62.317,65.335,63.667,65.562,64.865,63.327,59.795,60.872,62.014,63.239,62.684
 "56998","Wyoming (Metropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",80.537,90.414,85.183,91.451,90.522,94.331,99.769,83.670,99.540,91.685,85.285,83.100,76.287,82.725,87.608,76.815,82.821
 "56999","Wyoming (Nonmetropolitan Portion)",7,PARPP,3,"..."," RPPs: Services: Housing ","Index",76.255,87.684,84.949,91.920,83.331,88.375,88.444,83.118,87.363,79.470,71.371,77.660,72.335,76.155,75.782,75.336,67.287
 "00000","United States", ,PARPP,4,"..."," RPPs: Services: Utilities ","Index",98.517,98.525,98.660,98.651,98.725,98.672,98.557,98.486,98.518,98.535,98.445,98.516,98.586,98.719,98.558,98.634,98.441
 "01998","Alabama (Metropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",92.319,92.628,94.428,94.211,95.043,93.798,94.362,94.230,94.014,92.347,87.844,86.144,84.532,86.322,87.632,89.792,84.365
 "01999","Alabama (Nonmetropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",86.476,85.861,88.436,89.684,95.251,92.396,93.969,96.216,97.334,98.768,88.411,87.136,85.792,87.549,89.070,90.318,85.648
 "02998","Alaska (Metropolitan Portion)",8,PARPP,4,"..."," RPPs: Services: Utilities ","Index",88.591,104.894,105.026,107.959,112.692,120.821,111.406,116.761,121.241,121.912,128.505,128.372,124.482,111.345,102.960,110.765,113.314
 "02999","Alaska (Nonmetropolitan Portion)",8,PARPP,4,"..."," RPPs: Services: Utilities ","Index",92.821,101.762,108.212,116.206,114.068,113.453,116.116,117.389,128.310,125.888,132.453,139.362,134.582,129.526,121.256,118.699,131.511
 "04998","Arizona (Metropolitan Portion)",6,PARPP,4,"..."," RPPs: Services: Utilities ","Index",97.099,96.628,104.697,104.464,100.529,99.012,100.338,101.071,97.147,98.845,100.052,92.514,89.944,87.933,87.227,83.164,92.323
 "04999","Arizona (Nonmetropolitan Portion)",6,PARPP,4,"..."," RPPs: Services: Utilities ","Index",84.879,89.934,98.034,101.046,100.869,99.175,100.589,100.522,105.885,102.165,93.409,93.823,92.440,85.194,87.038,85.798,92.184
 "05998","Arkansas (Metropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",83.406,81.872,81.143,80.889,81.967,82.112,81.661,84.049,82.872,81.420,79.365,78.576,81.596,82.628,82.507,82.055,74.704
 "05999","Arkansas (Nonmetropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",78.581,76.710,76.211,76.845,81.550,80.640,80.775,85.016,84.929,85.798,79.100,78.264,81.721,82.544,82.716,81.699,74.774
 "06998","California (Metropolitan Portion)",8,PARPP,4,"..."," RPPs: Services: Utilities ","Index",112.132,113.483,117.648,115.550,117.447,121.844,128.874,129.831,129.686,130.975,125.101,130.993,133.489,144.220,152.447,147.325,159.042
 "06999","California (Nonmetropolitan Portion)",8,PARPP,4,"..."," RPPs: Services: Utilities ","Index",90.948,93.427,103.227,106.991,105.024,108.290,109.106,111.828,121.559,120.262,123.371,130.092,133.945,142.959,146.771,145.635,153.776
 "08998","Colorado (Metropolitan Portion)",7,PARPP,4,"..."," RPPs: Services: Utilities ","Index",79.130,79.102,83.730,91.319,85.146,82.800,98.017,89.226,89.074,85.618,85.142,89.227,89.754,86.414,90.211,88.141,85.581
 "08999","Colorado (Nonmetropolitan Portion)",7,PARPP,4,"..."," RPPs: Services: Utilities ","Index",74.069,76.815,85.010,89.134,89.301,88.168,89.761,88.725,90.914,89.047,80.778,83.659,81.626,79.549,84.824,79.178,81.616
 "09998","Connecticut (Metropolitan Portion)",1,PARPP,4,"..."," RPPs: Services: Utilities ","Index",154.413,156.891,146.558,138.287,135.116,134.359,135.550,138.954,142.772,144.616,140.470,143.209,159.771,146.382,139.761,152.824,146.185
 "09999","Connecticut (Nonmetropolitan Portion)",1,PARPP,4,"..."," RPPs: Services: Utilities ","Index",156.406,160.581,148.639,139.235,134.590,132.182,136.847,141.634,143.214,144.418,145.107,146.401,162.188,148.282,144.991,159.977,152.116
 "10998","Delaware (Metropolitan Portion)",2,PARPP,4,"..."," RPPs: Services: Utilities ","Index",114.691,121.954,119.611,121.189,120.005,114.686,105.401,103.238,102.298,101.626,100.626,100.971,99.960,94.722,97.475,107.594,106.792
 "10999","Delaware (Nonmetropolitan Portion)",2,PARPP,4,"..."," RPPs: Services: Utilities ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "11998","District of Columbia (Metropolitan Portion)",2,PARPP,4,"..."," RPPs: Services: Utilities ","Index",126.645,130.051,117.196,114.553,110.895,113.939,109.776,113.368,113.090,111.630,106.840,106.071,106.297,114.530,104.527,108.958,112.821
 "11999","District of Columbia (Nonmetropolitan Portion)",2,PARPP,4,"..."," RPPs: Services: Utilities ","Index",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
 "12998","Florida (Metropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",98.946,101.536,96.405,95.525,93.496,93.727,95.333,92.346,89.903,87.334,91.174,94.516,89.919,90.069,94.855,93.764,90.152
 "12999","Florida (Nonmetropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",89.964,92.016,90.128,90.040,93.658,90.492,94.822,94.046,90.257,92.141,88.720,89.377,86.355,86.429,91.766,92.830,87.290
 "13998","Georgia (Metropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",92.390,90.814,95.105,99.580,98.967,98.714,97.283,99.229,98.939,100.359,95.556,98.046,97.879,96.713,98.630,93.517,93.684
 "13999","Georgia (Nonmetropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",84.741,83.020,84.982,90.235,93.787,93.081,94.421,94.680,94.067,95.049,89.373,91.075,91.980,90.614,92.149,86.695,88.613
 "15998","Hawaii (Metropolitan Portion)",8,PARPP,4,"..."," RPPs: Services: Utilities ","Index",231.260,195.933,160.347,216.494,212.055,215.365,198.345,180.173,168.858,171.660,192.332,201.704,188.045,179.181,193.033,189.974,187.706
 "15999","Hawaii (Nonmetropolitan Portion)",8,PARPP,4,"..."," RPPs: Services: Utilities ","Index",155.538,136.615,166.755,206.278,198.833,188.327,181.359,162.095,167.821,162.379,211.093,213.858,198.312,196.629,214.103,200.435,203.388
 "16998","Idaho (Metropolitan Portion)",7,PARPP,4,"..."," RPPs: Services: Utilities ","Index",67.496,72.914,76.921,77.215,80.794,81.542,83.178,84.431,84.431,79.425,73.742,74.602,75.058,68.164,66.475,67.988,70.477
 "16999","Idaho (Nonmetropolitan Portion)",7,PARPP,4,"..."," RPPs: Services: Utilities ","Index",64.118,70.612,74.470,75.315,77.513,79.572,80.173,81.318,84.575,80.510,74.448,74.902,75.530,68.985,65.922,68.222,70.357
 "17998","Illinois (Metropolitan Portion)",3,PARPP,4,"..."," RPPs: Services: Utilities ","Index",95.510,91.055,90.634,91.329,88.032,81.535,89.146,90.330,90.185,91.989,91.532,82.894,83.760,85.083,87.180,79.284,84.091
 "17999","Illinois (Nonmetropolitan Portion)",3,PARPP,4,"..."," RPPs: Services: Utilities ","Index",87.242,84.120,91.449,83.488,81.289,79.695,84.279,84.207,86.974,88.206,93.474,90.433,91.197,92.640,94.874,88.035,90.499
 "18998","Indiana (Metropolitan Portion)",3,PARPP,4,"..."," RPPs: Services: Utilities ","Index",87.762,90.276,83.233,87.704,87.670,87.326,85.021,85.722,83.556,88.784,91.942,88.311,89.731,90.472,86.573,84.450,85.344
 "18999","Indiana (Nonmetropolitan Portion)",3,PARPP,4,"..."," RPPs: Services: Utilities ","Index",79.838,81.841,81.231,79.148,80.322,82.333,82.574,83.517,84.267,86.348,92.064,89.927,91.446,92.090,87.437,85.704,86.263
 "19998","Iowa (Metropolitan Portion)",4,PARPP,4,"..."," RPPs: Services: Utilities ","Index",89.219,91.159,90.041,89.249,89.283,89.183,83.925,82.801,81.683,88.519,97.785,97.948,98.389,100.054,99.424,87.999,83.924
 "19999","Iowa (Nonmetropolitan Portion)",4,PARPP,4,"..."," RPPs: Services: Utilities ","Index",80.059,80.787,86.872,78.984,80.342,82.150,81.994,81.518,84.547,86.073,96.453,95.881,95.950,97.866,96.288,86.370,82.394
 "20998","Kansas (Metropolitan Portion)",4,PARPP,4,"..."," RPPs: Services: Utilities ","Index",88.552,90.994,91.064,90.691,89.240,90.830,88.066,91.931,93.305,98.877,104.066,100.189,101.817,101.194,103.316,91.133,88.691
 "20999","Kansas (Nonmetropolitan Portion)",4,PARPP,4,"..."," RPPs: Services: Utilities ","Index",79.688,81.376,87.349,80.277,82.547,86.759,86.752,87.414,91.438,92.584,103.567,99.106,100.843,99.721,102.136,90.105,87.836
 "21998","Kentucky (Metropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",75.703,75.648,77.451,80.793,83.706,84.339,86.566,85.743,85.152,84.494,79.534,77.569,76.248,79.867,81.895,81.082,75.478
 "21999","Kentucky (Nonmetropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",70.233,70.995,72.676,76.360,80.533,80.379,83.528,85.914,86.486,87.427,78.582,77.307,75.982,79.308,81.678,80.639,75.034
 "22998","Louisiana (Metropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",88.490,73.695,80.748,78.929,75.072,80.165,80.778,78.979,78.339,77.283,76.530,77.477,76.827,80.722,84.240,76.872,71.456
 "22999","Louisiana (Nonmetropolitan Portion)",5,PARPP,4,"..."," RPPs: Services: Utilities ","Index",84.919,70.365,77.073,76.156,74.707,79.070,80.306,79.506,79.742,80.595,76.542,77.095,76.536,80.777,84.859,75.959,71.499
 "23998","Maine (Metropolitan Portion)",1,PARPP,4,"..."," RPPs: Services: Utilities ","Index",137.760,137.169,126.146,125.203,120.809,117.825,120.717,120.654,121.898,124.477,128.712,131.461,134.721,128.345,137.417,147.287,134.597
 "23999","Maine (Nonmetropolitan Portion)",1,PARPP,4,"..."," RPPs: Services: Utilities ","Index",137.690,136.163,127.861,125.830,121.488,117.889,120.855,122.466,122.512,123.398,128.762,132.622,131.691,127.495,139.668,149.625,136.090
 "24998","Maryland (Metropolitan Portion)",2,PARPP,4,"..."," RPPs: Services: Utilities ","Index",125.562,130.316,114.952,108.960,106.252,108.363,102.845,107.254,114.531,109.049,103.314,104.358,105.193,105.826,102.578,109.399,111.393
